transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,transaction_location,device_type,previous_transactions_count,is_fraud
T004041,C6500,34.17,payment,2025-01-21 17:06:53,Illinois,desktop,46,0
T004042,C1645,63.05,withdrawal,2025-01-30 06:33:51,Illinois,mobile,26,1
T004043,C5921,96.6,payment,2025-01-28 23:21:02,Georgia,desktop,20,0
T004044,C2524,52.97,transfer,2025-01-18 00:02:09,Florida,ATM,30,0
T004045,C8929,55.77,transfer,2025-01-23 04:15:47,Texas,POS,14,0
T004046,C7301,40.09,withdrawal,2025-01-05 07:01:58,New York,mobile,37,0
T004047,C3153,83.06,withdrawal,2025-01-29 00:16:08,California,mobile,38,0
T004048,C9163,190.1,withdrawal,2025-01-15 11:48:28,Illinois,ATM,35,0
T004049,C3080,22.51,withdrawal,2025-01-10 09:41:19,Florida,POS,35,0
T004050,C9611,272.47,transfer,2025-01-05 16:18:49,Texas,POS,0,0
T004051,C5669,116.82,transfer,2025-01-20 23:37:28,Illinois,desktop,10,0
T004052,C9338,173.32,payment,2025-01-05 14:25:18,Illinois,mobile,4,0
T004053,C9695,81.24,withdrawal,2025-01-12 13:15:00,New York,POS,33,0
T004054,C6065,151.19,transfer,2025-01-13 14:16:56,Texas,mobile,36,0
T004055,C8873,1.63,deposit,2025-01-03 09:56:29,Texas,mobile,4,0
T004056,C5339,170.58,payment,2025-01-20 04:02:23,Georgia,mobile,19,0
T004057,C7156,4.1,payment,2025-01-05 19:26:38,California,mobile,44,0
T004058,C7461,220.65,payment,2025-01-16 19:00:47,Florida,desktop,43,0
T004059,C4803,482.37,deposit,2025-01-22 15:39:42,Georgia,POS,41,0
T004060,C1893,34.82,deposit,2025-01-17 13:07:54,Washington,mobile,12,0
T004061,C3536,23.61,deposit,2025-01-22 03:56:57,California,POS,8,0
T004062,C4507,144.97,transfer,2025-01-15 21:27:41,Florida,ATM,4,0
T004063,C1098,29.17,deposit,2025-01-20 19:04:08,Georgia,ATM,37,0
T004064,C4530,200.67,payment,2025-01-24 14:08:40,California,POS,31,0
T004065,C4246,10.85,withdrawal,2025-01-03 16:12:55,Florida,desktop,29,0
T004066,C1889,13.46,payment,2025-01-18 06:16:10,Washington,desktop,48,0
T004067,C2936,387.05,payment,2025-01-13 16:54:42,New York,ATM,27,0
T004068,C5163,112.04,transfer,2025-01-20 00:44:58,Florida,mobile,36,0
T004069,C4543,187.66,payment,2025-01-17 17:56:50,Washington,ATM,27,0
T004070,C8862,39.2,transfer,2025-01-14 08:59:26,California,mobile,42,0
T004071,C8465,112.85,transfer,2025-01-19 00:18:10,Texas,ATM,5,0
T004072,C9717,90.2,withdrawal,2025-01-06 09:46:29,Illinois,ATM,40,0
T004073,C6599,92.42,payment,2025-01-05 02:28:30,Washington,desktop,43,0
T004074,C8077,114.74,withdrawal,2025-01-10 02:56:44,Washington,POS,28,0
T004075,C7800,85.65,withdrawal,2025-01-15 11:35:54,Washington,POS,3,0
T004076,C5981,56.05,payment,2025-01-11 01:47:32,Florida,ATM,17,0
T004077,C1506,32.29,payment,2025-01-12 01:41:49,Georgia,desktop,14,0
T004078,C8576,146.35,deposit,2025-01-30 16:47:09,Florida,mobile,24,0
T004079,C7258,25.65,deposit,2025-01-18 19:26:23,Texas,ATM,3,0
T004080,C4743,117.88,transfer,2025-01-03 13:38:16,New York,mobile,13,0
T004081,C8701,26.57,payment,2025-01-29 20:21:22,California,mobile,49,0
T004082,C4512,98.17,transfer,2025-01-09 23:05:12,New York,desktop,16,0
T004083,C8927,137.47,withdrawal,2025-01-13 04:21:29,Georgia,desktop,33,0
T004084,C7719,24.68,withdrawal,2025-01-20 09:20:24,Florida,POS,18,0
T004085,C4222,6.18,deposit,2025-01-14 07:49:36,Florida,desktop,28,0
T004086,C6076,14.04,transfer,2025-01-06 14:23:29,Washington,ATM,21,0
T004087,C4732,93.14,payment,2025-01-01 03:55:55,Washington,ATM,13,0
T004088,C7242,189.34,payment,2025-01-04 01:20:19,New York,mobile,35,0
T004089,C9215,4.6,deposit,2025-01-18 07:08:28,California,POS,1,0
T004090,C8087,132.48,deposit,2025-01-12 10:42:00,Florida,mobile,44,0
T004091,C5106,41.75,transfer,2025-01-09 10:26:00,Florida,mobile,6,0
T004092,C8385,65.11,deposit,2025-01-17 15:22:56,Georgia,POS,27,0
T004093,C3782,264.31,deposit,2025-01-13 01:38:36,New York,mobile,7,0
T004094,C9942,40.34,deposit,2025-01-24 09:59:50,Illinois,POS,28,0
T004095,C3995,62.61,withdrawal,2025-01-30 12:38:40,Washington,mobile,9,0
T004096,C8051,1.38,transfer,2025-01-20 10:21:41,Texas,mobile,20,0
T004097,C7779,8.51,payment,2025-01-11 18:39:46,Florida,POS,34,0
T004098,C8988,29.92,payment,2025-01-16 10:50:01,California,ATM,3,0
T004099,C7414,2.82,transfer,2025-01-22 01:33:36,Illinois,mobile,20,1
T004100,C5027,99.8,deposit,2025-01-10 10:39:41,New York,mobile,37,0
T004101,C2252,55.58,deposit,2025-01-08 08:48:32,Georgia,ATM,24,0
T004102,C7621,79.44,payment,2025-01-24 10:29:55,New York,POS,19,0
T004103,C8582,19.19,withdrawal,2025-01-05 13:51:45,Georgia,POS,6,0
T004104,C5381,35.09,transfer,2025-01-06 05:23:45,California,ATM,6,0
T004105,C2231,109.01,deposit,2025-01-30 06:20:34,Georgia,POS,31,0
T004106,C4660,336.11,withdrawal,2025-01-07 20:14:46,Washington,desktop,31,0
T004107,C7092,5.17,withdrawal,2025-01-06 20:30:15,Washington,mobile,21,0
T004108,C6039,221.08,deposit,2025-01-10 05:37:06,Illinois,POS,48,0
T004109,C2377,86.01,transfer,2025-01-18 20:36:07,California,ATM,24,0
T004110,C1779,82.99,transfer,2025-01-15 21:55:39,Florida,mobile,5,0
T004111,C8672,69.37,payment,2025-01-13 22:23:18,Illinois,ATM,26,0
T004112,C2110,7.19,payment,2025-01-04 17:04:02,Texas,POS,17,0
T004113,C1474,9.42,transfer,2025-01-24 18:09:33,Texas,ATM,11,0
T004114,C8356,91.86,deposit,2025-01-20 12:25:41,California,ATM,27,0
T004115,C4343,41.7,transfer,2025-01-02 08:21:09,Texas,mobile,18,0
T004116,C8863,249.21,payment,2025-01-25 23:57:21,California,mobile,42,0
T004117,C3042,52.19,payment,2025-01-22 20:12:19,Georgia,POS,16,0
T004118,C1927,15.46,payment,2025-01-29 11:12:22,Florida,ATM,34,0
T004119,C5637,125.43,transfer,2025-01-10 11:14:48,Washington,ATM,14,0
T004120,C6035,34.72,transfer,2025-01-27 16:47:22,Florida,POS,4,0
T004121,C6957,74.54,deposit,2025-01-26 21:34:55,California,ATM,35,0
T004122,C6020,119.68,payment,2025-01-30 08:06:29,Florida,ATM,32,0
T004123,C9243,230.52,withdrawal,2025-01-12 11:34:41,Texas,ATM,20,0
T004124,C1793,157.11,withdrawal,2025-01-21 05:03:17,Georgia,ATM,34,0
T004125,C5353,112.81,deposit,2025-01-28 13:13:40,Florida,desktop,41,0
T004126,C4173,113.83,deposit,2025-01-29 15:58:52,Georgia,POS,26,0
T004127,C7042,291.74,payment,2025-01-18 15:46:26,Texas,POS,44,0
T004128,C1199,35.07,transfer,2025-01-24 12:38:08,Washington,ATM,29,0
T004129,C5430,0.11,transfer,2025-01-22 07:06:53,Washington,POS,38,0
T004130,C6650,31.74,withdrawal,2025-01-30 03:33:59,Texas,desktop,45,0
T004131,C3701,24.58,payment,2025-01-13 22:56:56,Georgia,ATM,29,0
T004132,C2452,108.42,withdrawal,2025-01-22 19:02:59,New York,mobile,44,0
T004133,C5043,100.43,withdrawal,2025-01-25 12:29:51,Florida,desktop,20,0
T004134,C7483,90.01,payment,2025-01-13 15:05:57,Florida,mobile,25,0
T004135,C1526,1.64,deposit,2025-01-10 13:35:47,California,POS,23,0
T004136,C8900,130.48,withdrawal,2025-01-22 05:23:24,California,POS,21,0
T004137,C1687,39.09,deposit,2025-01-28 05:08:24,Georgia,POS,36,0
T004138,C3476,109.38,transfer,2025-01-03 06:26:39,Illinois,ATM,42,0
T004139,C2687,81.32,withdrawal,2025-01-07 13:19:43,Texas,desktop,25,0
T004140,C1099,41.97,payment,2025-01-09 06:11:38,Washington,desktop,21,0
T004141,C4534,14.45,deposit,2025-01-04 18:38:09,Washington,ATM,45,0
T004142,C6930,9.92,transfer,2025-01-17 20:01:16,New York,ATM,32,0
T004143,C3093,178.09,transfer,2025-01-04 05:34:48,Texas,POS,23,1
T004144,C5830,250.59,withdrawal,2025-01-08 21:46:12,Florida,desktop,4,0
T004145,C5394,104.92,transfer,2025-01-07 21:31:59,Illinois,POS,23,0
T004146,C6624,10.92,payment,2025-01-03 20:28:38,Texas,desktop,34,0
T004147,C9691,51.42,withdrawal,2025-01-16 00:57:51,Illinois,ATM,21,0
T004148,C1829,130.54,transfer,2025-01-08 10:10:24,Texas,POS,32,0
T004149,C3689,151.33,payment,2025-01-12 06:34:40,Georgia,desktop,16,0
T004150,C8020,12.58,deposit,2025-01-29 17:31:23,Florida,ATM,11,0
T004151,C7935,0.0,deposit,2025-01-12 16:43:12,Florida,mobile,29,0
T004152,C5355,124.53,withdrawal,2025-01-23 23:26:51,Texas,POS,25,0
T004153,C9272,44.1,payment,2025-01-30 07:01:37,Washington,desktop,12,0
T004154,C5418,29.37,transfer,2025-01-27 22:27:16,Georgia,desktop,5,0
T004155,C9000,1.3,withdrawal,2025-01-14 21:08:34,Washington,POS,2,0
T004156,C1652,77.72,withdrawal,2025-01-04 13:33:32,New York,desktop,10,0
T004157,C8152,190.48,transfer,2025-01-29 03:08:09,Florida,mobile,42,0
T004158,C3597,316.14,payment,2025-01-22 15:59:22,Georgia,mobile,9,0
T004159,C6872,83.41,transfer,2025-01-02 11:36:09,California,desktop,10,0
T004160,C1322,72.25,deposit,2025-01-15 21:01:56,New York,POS,15,0
T004161,C4970,8.89,withdrawal,2025-01-13 23:38:59,Texas,desktop,19,0
T004162,C1571,79.6,deposit,2025-01-05 05:50:50,New York,desktop,41,0
T004163,C5077,47.8,withdrawal,2025-01-18 19:19:36,California,mobile,43,0
T004164,C9127,93.43,transfer,2025-01-17 13:14:33,Florida,ATM,18,0
T004165,C4859,49.22,payment,2025-01-28 08:41:10,Florida,ATM,8,0
T004166,C1702,27.48,transfer,2025-01-16 19:13:12,Washington,desktop,35,0
T004167,C3185,9.98,deposit,2025-01-13 02:21:26,Florida,POS,14,0
T004168,C1730,37.82,payment,2025-01-11 01:37:52,Georgia,mobile,22,0
T004169,C1577,10.16,payment,2025-01-02 01:15:04,Washington,ATM,20,0
T004170,C1631,19.47,withdrawal,2025-01-13 16:40:00,California,desktop,38,0
T004171,C6429,436.9,payment,2025-01-15 08:40:13,New York,POS,4,0
T004172,C2044,58.72,withdrawal,2025-01-26 00:00:59,Texas,mobile,21,0
T004173,C2496,75.9,payment,2025-01-16 14:40:16,Texas,ATM,30,0
T004174,C1548,206.85,payment,2025-01-17 12:11:48,Georgia,ATM,14,0
T004175,C9025,541.91,withdrawal,2025-01-02 01:07:17,New York,ATM,27,0
T004176,C1760,87.4,payment,2025-01-28 20:14:03,Florida,POS,37,0
T004177,C8788,167.38,transfer,2025-01-03 22:52:18,Washington,POS,14,0
T004178,C8830,39.59,payment,2025-01-09 09:42:12,Texas,POS,48,0
T004179,C9804,36.49,deposit,2025-01-02 00:01:12,Florida,desktop,18,0
T004180,C7633,51.53,withdrawal,2025-01-14 17:24:00,Georgia,mobile,34,0
T004181,C1403,111.63,withdrawal,2025-01-30 02:11:26,Illinois,desktop,17,0
T004182,C4431,114.63,transfer,2025-01-06 08:38:28,Illinois,mobile,9,0
T004183,C5289,37.87,deposit,2025-01-28 06:25:07,Georgia,POS,14,0
T004184,C4555,14.3,payment,2025-01-02 23:24:32,Texas,ATM,49,0
T004185,C9969,100.07,transfer,2025-01-08 01:32:51,New York,POS,23,0
T004186,C2307,13.73,payment,2025-01-14 08:43:03,New York,desktop,46,0
T004187,C9925,86.39,transfer,2025-01-09 04:39:45,New York,POS,19,0
T004188,C8391,118.23,withdrawal,2025-01-23 14:56:01,Florida,POS,36,0
T004189,C8019,120.6,deposit,2025-01-19 13:56:22,Illinois,POS,10,0
T004190,C9788,140.03,withdrawal,2025-01-13 17:42:50,Florida,ATM,8,0
T004191,C5466,206.25,transfer,2025-01-08 16:16:05,California,mobile,4,0
T004192,C3828,69.31,payment,2025-01-16 15:58:02,California,mobile,10,0
T004193,C4043,131.03,deposit,2025-01-01 23:18:22,Texas,desktop,38,0
T004194,C4448,96.54,payment,2025-01-27 02:19:09,California,mobile,26,0
T004195,C3775,20.66,withdrawal,2025-01-14 06:50:47,New York,POS,1,1
T004196,C8375,2.6,payment,2025-01-08 12:32:28,Texas,ATM,19,0
T004197,C8752,33.48,transfer,2025-01-25 21:53:35,Illinois,POS,20,0
T004198,C8931,58.53,deposit,2025-01-30 22:31:20,Washington,POS,49,0
T004199,C3790,96.0,deposit,2025-01-07 05:49:20,Illinois,desktop,29,0
T004200,C9869,189.68,deposit,2025-01-16 17:12:30,Georgia,POS,47,0
T004201,C2249,21.85,transfer,2025-01-14 16:26:42,California,POS,0,0
T004202,C9968,13.42,payment,2025-01-14 13:51:17,Georgia,desktop,34,0
T004203,C4032,330.99,deposit,2025-01-15 17:29:16,California,mobile,25,0
T004204,C1169,11.43,withdrawal,2025-01-13 13:02:38,Illinois,mobile,31,0
T004205,C3301,65.1,withdrawal,2025-01-23 20:29:16,Georgia,mobile,8,0
T004206,C9910,88.08,withdrawal,2025-01-07 05:37:44,California,desktop,48,0
T004207,C9425,77.95,withdrawal,2025-01-22 21:19:06,California,desktop,39,0
T004208,C5624,9.0,withdrawal,2025-01-09 22:24:49,Florida,ATM,20,0
T004209,C8416,5.87,transfer,2025-01-04 05:49:48,Washington,ATM,15,0
T004210,C3157,11.15,payment,2025-01-15 04:40:46,Washington,POS,11,0
T004211,C4653,88.09,transfer,2025-01-16 07:04:32,Illinois,POS,35,0
T004212,C4880,78.6,withdrawal,2025-01-09 01:34:02,Illinois,desktop,36,0
T004213,C2798,26.62,withdrawal,2025-01-02 12:30:42,California,desktop,26,0
T004214,C9022,101.55,deposit,2025-01-10 11:08:38,New York,ATM,6,0
T004215,C1759,171.52,deposit,2025-01-24 03:13:42,Florida,POS,29,0
T004216,C3326,4.25,payment,2025-01-26 14:56:04,New York,POS,23,0
T004217,C9589,68.94,payment,2025-01-06 05:40:00,California,POS,49,0
T004218,C2947,116.9,payment,2025-01-13 05:47:31,Illinois,mobile,29,0
T004219,C9067,29.08,transfer,2025-01-19 20:34:24,Georgia,ATM,19,0
T004220,C6817,36.78,deposit,2025-01-06 07:52:28,Georgia,mobile,45,0
T004221,C4965,95.1,payment,2025-01-15 12:47:10,New York,POS,39,0
T004222,C1861,228.21,deposit,2025-01-16 04:05:00,Washington,desktop,44,1
T004223,C5150,166.03,deposit,2025-01-14 11:03:42,Texas,ATM,27,0
T004224,C8599,87.5,deposit,2025-01-24 03:04:04,New York,mobile,3,0
T004225,C1969,131.02,deposit,2025-01-28 11:57:45,Illinois,POS,11,0
T004226,C3037,45.39,deposit,2025-01-20 05:40:13,Washington,mobile,2,0
T004227,C3517,102.43,deposit,2025-01-23 12:51:32,California,desktop,36,0
T004228,C5882,62.77,transfer,2025-01-28 05:16:52,New York,ATM,3,0
T004229,C8634,21.06,withdrawal,2025-01-26 10:20:06,California,desktop,14,0
T004230,C1031,120.98,deposit,2025-01-09 17:21:34,Florida,desktop,27,0
T004231,C6395,81.3,transfer,2025-01-29 06:27:26,Texas,ATM,36,0
T004232,C1779,44.41,payment,2025-01-17 16:32:48,Georgia,POS,8,0
T004233,C9367,242.29,transfer,2025-01-03 06:09:15,Illinois,POS,13,0
T004234,C8988,2.12,transfer,2025-01-09 02:50:37,Illinois,mobile,31,0
T004235,C3336,37.95,transfer,2025-01-24 11:31:03,California,POS,47,0
T004236,C1093,5.86,deposit,2025-01-08 05:06:21,Texas,POS,2,0
T004237,C5983,145.47,payment,2025-01-11 14:40:20,Washington,POS,46,0
T004238,C5919,121.1,transfer,2025-01-09 00:22:17,Illinois,mobile,17,0
T004239,C3333,40.25,payment,2025-01-08 15:04:00,New York,ATM,49,0
T004240,C6217,112.6,transfer,2025-01-19 09:07:18,Illinois,POS,13,0
T004241,C9342,50.41,deposit,2025-01-29 08:14:57,New York,desktop,24,0
T004242,C4309,141.16,transfer,2025-01-07 19:30:38,Illinois,POS,38,0
T004243,C6647,60.55,transfer,2025-01-18 15:36:02,New York,POS,25,0
T004244,C9288,53.15,payment,2025-01-06 16:36:52,Florida,ATM,5,0
T004245,C7142,272.92,payment,2025-01-15 23:59:39,California,desktop,25,0
T004246,C8146,28.89,payment,2025-01-21 19:08:21,Washington,mobile,47,0
T004247,C5367,12.83,withdrawal,2025-01-21 02:01:49,Washington,POS,40,0
T004248,C8385,87.84,payment,2025-01-10 17:19:57,Florida,POS,0,0
T004249,C1950,348.42,transfer,2025-01-23 18:25:52,Georgia,POS,49,0
T004250,C8955,47.46,withdrawal,2025-01-09 05:12:43,Washington,POS,20,0
T004251,C4450,6.4,payment,2025-01-22 08:03:01,New York,desktop,13,0
T004252,C4998,41.45,deposit,2025-01-22 12:59:07,Washington,ATM,45,0
T004253,C4094,70.51,payment,2025-01-04 03:43:49,California,ATM,7,0
T004254,C3304,17.66,deposit,2025-01-19 11:11:10,Texas,POS,24,0
T004255,C9061,107.32,withdrawal,2025-01-10 04:05:20,New York,mobile,48,0
T004256,C7549,609.66,deposit,2025-01-17 20:32:39,Georgia,desktop,17,0
T004257,C8067,60.1,withdrawal,2025-01-10 22:23:11,Georgia,desktop,14,0
T004258,C8299,43.81,deposit,2025-01-24 22:17:42,Georgia,mobile,41,0
T004259,C7850,51.2,payment,2025-01-21 11:36:07,Washington,POS,19,0
T004260,C3776,12.23,withdrawal,2025-01-05 17:33:20,Illinois,POS,15,0
T004261,C7604,214.79,transfer,2025-01-19 16:50:54,Illinois,POS,6,1
T004262,C6621,53.58,transfer,2025-01-06 23:02:26,Texas,mobile,28,0
T004263,C5888,48.98,transfer,2025-01-24 10:21:53,Florida,desktop,30,0
T004264,C3212,107.79,payment,2025-01-08 00:31:33,New York,ATM,28,0
T004265,C8392,58.35,transfer,2025-01-24 17:38:33,Illinois,POS,16,0
T004266,C8655,104.48,withdrawal,2025-01-27 13:19:31,Georgia,mobile,4,0
T004267,C4345,6.34,transfer,2025-01-06 12:47:37,California,mobile,17,0
T004268,C4329,168.05,withdrawal,2025-01-18 08:16:45,Texas,POS,13,0
T004269,C6200,282.18,transfer,2025-01-02 18:47:27,Florida,mobile,30,0
T004270,C1653,104.63,deposit,2025-01-16 13:15:12,Georgia,POS,49,0
T004271,C9939,309.15,withdrawal,2025-01-10 10:30:02,Florida,POS,17,0
T004272,C2917,16.42,transfer,2025-01-25 19:10:48,California,POS,46,0
T004273,C2417,64.9,transfer,2025-01-19 16:02:21,Washington,desktop,24,0
T004274,C8391,92.08,transfer,2025-01-04 15:36:51,California,mobile,10,0
T004275,C7402,87.16,withdrawal,2025-01-07 13:46:49,Washington,ATM,25,0
T004276,C9150,51.33,withdrawal,2025-01-25 11:24:34,Texas,desktop,4,0
T004277,C6721,41.26,transfer,2025-01-28 01:04:48,California,POS,15,0
T004278,C5975,13.56,deposit,2025-01-24 02:31:38,Illinois,mobile,7,0
T004279,C2606,49.72,withdrawal,2025-01-19 09:59:24,Florida,ATM,12,0
T004280,C3248,17.75,withdrawal,2025-01-17 05:53:40,Georgia,POS,31,0
T004281,C1724,132.56,deposit,2025-01-04 07:41:15,Georgia,mobile,26,0
T004282,C6332,23.42,payment,2025-01-14 02:26:37,Washington,POS,48,0
T004283,C7970,6.04,deposit,2025-01-22 16:41:16,California,ATM,25,0
T004284,C5792,80.38,transfer,2025-01-16 17:16:37,New York,mobile,8,0
T004285,C3604,90.44,withdrawal,2025-01-19 15:56:28,California,ATM,46,0
T004286,C7493,205.5,withdrawal,2025-01-10 11:09:36,Georgia,POS,6,0
T004287,C2069,86.03,withdrawal,2025-01-11 01:40:58,Washington,POS,49,0
T004288,C5902,42.39,withdrawal,2025-01-12 17:59:51,Florida,ATM,45,0
T004289,C7404,162.46,payment,2025-01-10 20:41:48,Illinois,desktop,7,0
T004290,C5451,77.71,withdrawal,2025-01-14 08:19:58,Georgia,desktop,1,0
T004291,C1051,8.26,withdrawal,2025-01-20 21:02:13,Georgia,mobile,17,0
T004292,C4073,83.44,payment,2025-01-21 08:37:50,California,mobile,35,0
T004293,C2072,238.62,transfer,2025-01-23 08:59:42,Illinois,desktop,23,0
T004294,C2595,50.47,transfer,2025-01-11 04:14:28,New York,ATM,33,0
T004295,C9833,35.14,payment,2025-01-28 18:14:37,Washington,POS,41,0
T004296,C7342,15.49,transfer,2025-01-11 01:56:50,Florida,POS,37,0
T004297,C6355,16.42,transfer,2025-01-02 06:46:24,Texas,mobile,10,0
T004298,C3303,56.7,deposit,2025-01-29 21:14:39,Georgia,mobile,9,0
T004299,C1867,90.55,deposit,2025-01-02 17:58:03,Georgia,POS,28,0
T004300,C1819,8.41,deposit,2025-01-17 14:51:58,Florida,desktop,48,0
T004301,C4441,280.62,payment,2025-01-06 23:18:14,Washington,mobile,39,0
T004302,C9460,140.7,withdrawal,2025-01-09 03:34:31,Texas,POS,5,0
T004303,C2612,88.34,payment,2025-01-20 00:28:04,Texas,mobile,47,0
T004304,C7781,176.28,payment,2025-01-13 03:28:29,Florida,desktop,9,1
T004305,C8724,8.36,payment,2025-01-26 05:38:45,Washington,ATM,29,0
T004306,C4197,64.79,payment,2025-01-23 05:33:17,Texas,mobile,27,0
T004307,C7749,99.45,deposit,2025-01-16 07:12:14,Washington,POS,28,0
T004308,C4750,176.41,payment,2025-01-03 11:14:34,Illinois,desktop,24,0
T004309,C8266,153.0,deposit,2025-01-21 02:13:12,New York,POS,35,0
T004310,C4288,32.44,withdrawal,2025-01-19 05:08:56,California,desktop,26,0
T004311,C5519,282.82,transfer,2025-01-09 19:30:07,Washington,ATM,33,0
T004312,C1889,13.28,deposit,2025-01-11 22:04:46,Washington,ATM,33,0
T004313,C9178,208.05,payment,2025-01-15 19:08:14,Texas,POS,31,0
T004314,C2618,353.84,withdrawal,2025-01-19 12:15:35,Georgia,ATM,43,0
T004315,C7282,19.5,payment,2025-01-30 09:14:56,Washington,mobile,3,0
T004316,C2024,128.04,withdrawal,2025-01-26 08:09:12,Washington,desktop,47,0
T004317,C3104,4.11,transfer,2025-01-03 21:30:50,Georgia,desktop,33,0
T004318,C6667,51.99,withdrawal,2025-01-18 19:35:05,Texas,desktop,15,0
T004319,C6994,72.63,withdrawal,2025-01-08 11:43:16,Florida,ATM,46,0
T004320,C9355,86.9,transfer,2025-01-26 22:45:17,Washington,ATM,45,0
T004321,C3540,274.79,transfer,2025-01-07 16:59:20,Georgia,mobile,10,0
T004322,C8306,111.55,withdrawal,2025-01-24 07:09:26,Georgia,ATM,14,0
T004323,C1832,65.64,payment,2025-01-13 11:38:37,Illinois,desktop,37,0
T004324,C3369,165.9,deposit,2025-01-11 09:04:20,California,mobile,29,0
T004325,C9341,300.64,payment,2025-01-25 08:30:31,Washington,mobile,26,0
T004326,C5675,2.23,deposit,2025-01-17 19:04:14,Texas,desktop,15,0
T004327,C2616,404.68,transfer,2025-01-16 06:59:12,Illinois,POS,0,0
T004328,C5500,9.01,payment,2025-01-07 18:54:03,California,ATM,24,0
T004329,C2084,168.41,transfer,2025-01-17 22:12:11,Florida,ATM,27,0
T004330,C1930,32.9,withdrawal,2025-01-18 23:17:39,Washington,desktop,42,0
T004331,C4637,14.18,withdrawal,2025-01-23 13:01:28,Texas,POS,13,0
T004332,C3051,57.96,payment,2025-01-09 20:53:31,Florida,ATM,33,0
T004333,C4322,103.27,transfer,2025-01-26 04:07:45,Washington,POS,47,0
T004334,C9382,47.96,payment,2025-01-09 06:25:18,Florida,desktop,3,0
T004335,C5236,5.61,payment,2025-01-15 12:02:14,Texas,desktop,13,0
T004336,C2690,91.49,deposit,2025-01-15 09:18:13,Illinois,POS,15,0
T004337,C8112,232.69,withdrawal,2025-01-07 19:49:20,Illinois,desktop,14,0
T004338,C6723,48.32,payment,2025-01-14 00:38:19,Florida,desktop,33,0
T004339,C5294,24.38,withdrawal,2025-01-02 15:54:38,Florida,mobile,12,0
T004340,C8700,58.44,deposit,2025-01-12 16:36:28,Washington,POS,16,0
T004341,C3731,4.96,transfer,2025-01-24 21:45:40,Georgia,ATM,27,0
T004342,C8389,171.75,payment,2025-01-26 16:43:36,New York,ATM,9,0
T004343,C3441,175.07,withdrawal,2025-01-20 17:00:51,California,mobile,46,0
T004344,C9493,88.67,payment,2025-01-04 04:06:08,Washington,desktop,16,0
T004345,C2309,43.56,transfer,2025-01-22 02:44:43,Florida,desktop,7,0
T004346,C6357,160.84,payment,2025-01-12 04:20:56,Florida,mobile,1,0
T004347,C6542,80.9,payment,2025-01-01 06:29:11,California,mobile,0,0
T004348,C9484,174.83,withdrawal,2025-01-10 18:44:18,Texas,desktop,4,0
T004349,C7518,99.82,transfer,2025-01-17 01:15:16,Georgia,POS,34,0
T004350,C6022,153.44,deposit,2025-01-05 21:04:13,Illinois,mobile,21,0
T004351,C7603,91.27,transfer,2025-01-17 11:47:16,Texas,POS,42,0
T004352,C4664,53.47,transfer,2025-01-17 19:40:48,Georgia,ATM,15,0
T004353,C4891,316.88,deposit,2025-01-16 23:50:43,California,desktop,8,0
T004354,C7162,77.9,payment,2025-01-26 15:11:09,California,POS,35,0
T004355,C6368,92.91,withdrawal,2025-01-30 13:15:37,New York,POS,8,0
T004356,C7605,24.91,payment,2025-01-30 01:11:25,Washington,desktop,13,0
T004357,C1363,98.26,payment,2025-01-16 17:17:28,Washington,desktop,9,0
T004358,C4201,84.77,deposit,2025-01-30 23:49:36,Washington,ATM,21,0
T004359,C9757,20.44,deposit,2025-01-24 09:15:42,Georgia,desktop,15,0
T004360,C5291,6.14,payment,2025-01-21 21:27:51,Washington,POS,40,0
T004361,C2877,92.72,transfer,2025-01-27 22:02:57,New York,mobile,2,0
T004362,C5813,144.26,withdrawal,2025-01-30 22:58:52,Illinois,desktop,27,0
T004363,C6017,74.11,transfer,2025-01-20 11:51:20,Washington,desktop,29,0
T004364,C5059,25.72,payment,2025-01-08 02:24:47,Florida,mobile,28,0
T004365,C3789,109.82,payment,2025-01-21 18:52:35,California,desktop,0,0
T004366,C1321,8.35,withdrawal,2025-01-22 19:44:36,New York,desktop,27,0
T004367,C1654,58.31,transfer,2025-01-21 04:40:50,Texas,mobile,21,0
T004368,C2572,17.84,payment,2025-01-26 16:46:20,Washington,POS,31,0
T004369,C7889,20.39,payment,2025-01-07 08:57:08,New York,ATM,10,0
T004370,C9139,22.6,deposit,2025-01-28 13:47:32,Texas,ATM,25,0
T004371,C6944,48.89,withdrawal,2025-01-10 14:43:00,New York,ATM,30,0
T004372,C1719,5.25,deposit,2025-01-13 13:44:59,Texas,POS,19,0
T004373,C9823,50.72,deposit,2025-01-22 07:22:02,New York,ATM,19,0
T004374,C7148,71.68,deposit,2025-01-24 18:28:52,New York,POS,32,0
T004375,C4673,66.03,payment,2025-01-19 10:56:09,Georgia,desktop,4,0
T004376,C8519,48.25,transfer,2025-01-08 07:14:02,Washington,ATM,40,0
T004377,C2117,182.73,deposit,2025-01-19 04:36:27,Illinois,mobile,2,0
T004378,C7476,15.7,transfer,2025-01-17 12:47:08,Florida,POS,43,0
T004379,C7114,70.46,payment,2025-01-03 10:56:36,California,ATM,49,0
T004380,C7888,6.4,deposit,2025-01-27 02:14:29,Florida,mobile,33,0
T004381,C2546,7.38,payment,2025-01-18 02:32:41,Illinois,ATM,30,0
T004382,C1952,85.3,deposit,2025-01-29 01:55:34,Georgia,POS,41,0
