transaction_id,customer_id,transaction_amount,transaction_time,previous_transactions_count,is_fraud,parsed_time,transaction_year,transaction_month,transaction_day,transaction_hour,transaction_minute,day_of_week,is_weekend,is_night_transaction,amount_log,amount_zscore_global,customer_previous_transaction_count,customer_transaction_count,customer_average_amount,customer_max_amount,customer_min_amount,customer_amount_deviation,customer_transactions_last_1h,customer_transactions_last_6h,customer_transactions_last_24h,customer_location_change,customer_device_change,customer_unique_location_count,customer_unique_device_count,transaction_type=deposit,transaction_type=payment,transaction_type=transfer,transaction_type=withdrawal,transaction_location=California,transaction_location=Florida,transaction_location=Georgia,transaction_location=Illinois,transaction_location=New York,transaction_location=Texas,transaction_location=Washington,device_type=ATM,device_type=POS,device_type=desktop,device_type=mobile,amount_bucket=high,amount_bucket=low_medium,amount_bucket=micro,amount_bucket=very_high
T004702,C6649,108.81,2025-01-15 23:37:30,29,0,2025-01-15 23:37:30,2025,1,15,23,37,2,0,1,4.6988,0.0903,0,1,108.81,108.81,108.81,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
T004549,C3715,160.27,2025-01-15 23:37:47,7,0,2025-01-15 23:37:47,2025,1,15,23,37,2,0,1,5.0831,0.6059,0,1,160.27,160.27,160.27,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
T012516,C6350,63.13,2025-01-15 23:40:11,30,0,2025-01-15 23:40:11,2025,1,15,23,40,2,0,1,4.1609,-0.3674,0,1,63.13,63.13,63.13,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
T005225,C3440,5.91,2025-01-15 23:42:00,14,0,2025-01-15 23:42:00,2025,1,15,23,42,2,0,1,1.933,-0.9408,0,1,5.91,5.91,5.91,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
T016918,C3002,316.19,2025-01-15 23:43:26,0,0,2025-01-15 23:43:26,2025,1,15,23,43,2,0,1,5.7595,2.1682,0,1,316.19,316.19,316.19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
T018178,C3005,107.94,2025-01-15 23:46:43,18,0,2025-01-15 23:46:43,2025,1,15,23,46,2,0,1,4.6908,0.0815,0,1,107.94,107.94,107.94,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
T019174,C2859,20.39,2025-01-15 23:48:28,46,0,2025-01-15 23:48:28,2025,1,15,23,48,2,0,1,3.0629,-0.7957,0,1,20.39,20.39,20.39,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
T001944,C8504,155.41,2025-01-15 23:49:20,45,0,2025-01-15 23:49:20,2025,1,15,23,49,2,0,1,5.0525,0.5572,0,1,155.41,155.41,155.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
T012519,C6224,92.65,2025-01-15 23:49:33,39,0,2025-01-15 23:49:33,2025,1,15,23,49,2,0,1,4.5396,-0.0717,0,1,92.65,92.65,92.65,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T019558,C1060,136.71,2025-01-15 23:51:30,26,0,2025-01-15 23:51:30,2025,1,15,23,51,2,0,1,4.9252,0.3698,0,1,136.71,136.71,136.71,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
T008991,C7785,22.78,2025-01-15 23:54:25,11,0,2025-01-15 23:54:25,2025,1,15,23,54,2,0,1,3.1688,-0.7717,1,2,55.05,55.05,55.05,-32.27,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
T005802,C4397,31.71,2025-01-15 23:55:04,10,0,2025-01-15 23:55:04,2025,1,15,23,55,2,0,1,3.4877,-0.6823,0,1,31.71,31.71,31.71,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T017745,C7514,4.71,2025-01-15 23:55:54,39,0,2025-01-15 23:55:54,2025,1,15,23,55,2,0,1,1.7422,-0.9528,0,1,4.71,4.71,4.71,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
T014277,C5175,67.14,2025-01-15 23:58:13,15,0,2025-01-15 23:58:13,2025,1,15,23,58,2,0,1,4.2216,-0.3273,0,1,67.14,67.14,67.14,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
T019740,C5150,53.37,2025-01-15 23:58:38,46,0,2025-01-15 23:58:38,2025,1,15,23,58,2,0,1,3.9958,-0.4652,2,3,91.83,166.03,17.63,-38.46,0,0,0,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
T004245,C7142,272.92,2025-01-15 23:59:39,25,0,2025-01-15 23:59:39,2025,1,15,23,59,2,0,1,5.6128,1.7346,0,1,272.92,272.92,272.92,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
T019961,C2129,21.58,2025-01-16 00:00:39,4,0,2025-01-16 00:00:39,2025,1,16,0,0,3,0,1,3.1171,-0.7838,1,2,121.2,121.2,121.2,-99.62,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
T017984,C3565,134.15,2025-01-16 00:00:44,45,0,2025-01-16 00:00:44,2025,1,16,0,0,3,0,1,4.9064,0.3442,0,1,134.15,134.15,134.15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
T011023,C3374,66.26,2025-01-16 00:07:30,19,0,2025-01-16 00:07:30,2025,1,16,0,7,3,0,1,4.2086,-0.3361,0,1,66.26,66.26,66.26,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
T004742,C2673,3.62,2025-01-16 00:11:13,22,0,2025-01-16 00:11:13,2025,1,16,0,11,3,0,1,1.5304,-0.9637,2,3,74.765,103.48,46.05,-71.145,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
T008335,C5684,62.07,2025-01-16 00:15:02,32,0,2025-01-16 00:15:02,2025,1,16,0,15,3,0,1,4.1442,-0.3781,1,2,86.19,86.19,86.19,-24.12,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
T013108,C8799,349.11,2025-01-16 00:16:26,31,0,2025-01-16 00:16:26,2025,1,16,0,16,3,0,1,5.8582,2.498,0,1,349.11,349.11,349.11,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
T010668,C3757,121.94,2025-01-16 00:18:29,2,0,2025-01-16 00:18:29,2025,1,16,0,18,3,0,1,4.8117,0.2218,0,1,121.94,121.94,121.94,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
T000117,C8882,20.65,2025-01-16 00:20:02,43,0,2025-01-16 00:20:02,2025,1,16,0,20,3,0,1,3.075,-0.7931,0,1,20.65,20.65,20.65,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T005450,C1920,34.21,2025-01-16 00:23:21,41,0,2025-01-16 00:23:21,2025,1,16,0,23,3,0,1,3.5613,-0.6572,0,1,34.21,34.21,34.21,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
T009352,C4375,209.09,2025-01-16 00:24:56,9,1,2025-01-16 00:24:56,2025,1,16,0,24,3,0,1,5.3475,1.0951,0,1,209.09,209.09,209.09,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
T000743,C9173,69.86,2025-01-16 00:26:50,2,0,2025-01-16 00:26:50,2025,1,16,0,26,3,0,1,4.2607,-0.3,1,2,9.72,9.72,9.72,60.14,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T009563,C9437,76.36,2025-01-16 00:27:14,5,0,2025-01-16 00:27:14,2025,1,16,0,27,3,0,1,4.3485,-0.2349,1,2,108.93,108.93,108.93,-32.57,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T000291,C8540,3.81,2025-01-16 00:31:31,23,0,2025-01-16 00:31:31,2025,1,16,0,31,3,0,1,1.5707,-0.9618,0,1,3.81,3.81,3.81,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T007688,C8626,36.56,2025-01-16 00:31:55,32,0,2025-01-16 00:31:55,2025,1,16,0,31,3,0,1,3.6259,-0.6337,1,2,101.09,101.09,101.09,-64.53,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
T010826,C2498,2.6,2025-01-16 00:36:08,22,0,2025-01-16 00:36:08,2025,1,16,0,36,3,0,1,1.2809,-0.9739,0,1,2.6,2.6,2.6,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
T003788,C8243,12.64,2025-01-16 00:36:39,28,0,2025-01-16 00:36:39,2025,1,16,0,36,3,0,1,2.613,-0.8733,1,2,12.39,12.39,12.39,0.25,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T017937,C4811,62.77,2025-01-16 00:42:19,22,0,2025-01-16 00:42:19,2025,1,16,0,42,3,0,1,4.1553,-0.3711,0,1,62.77,62.77,62.77,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
T008421,C2093,29.26,2025-01-16 00:46:15,25,0,2025-01-16 00:46:15,2025,1,16,0,46,3,0,1,3.4098,-0.7068,0,1,29.26,29.26,29.26,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T016046,C4410,255.36,2025-01-16 00:48:34,48,0,2025-01-16 00:48:34,2025,1,16,0,48,3,0,1,5.5466,1.5587,1,2,7.57,7.57,7.57,247.79,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
T004962,C1040,34.52,2025-01-16 00:49:36,43,0,2025-01-16 00:49:36,2025,1,16,0,49,3,0,1,3.5701,-0.6541,1,2,340.66,340.66,340.66,-306.14,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T000962,C9781,28.15,2025-01-16 00:51:29,26,0,2025-01-16 00:51:29,2025,1,16,0,51,3,0,1,3.3725,-0.7179,1,2,61.93,61.93,61.93,-33.78,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T008807,C4753,146.04,2025-01-16 00:55:42,44,0,2025-01-16 00:55:42,2025,1,16,0,55,3,0,1,4.9907,0.4633,0,1,146.04,146.04,146.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
T004147,C9691,51.42,2025-01-16 00:57:51,21,0,2025-01-16 00:57:51,2025,1,16,0,57,3,0,1,3.9593,-0.4848,1,2,264.7,264.7,264.7,-213.28,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T015530,C9896,9.15,2025-01-16 00:59:31,2,0,2025-01-16 00:59:31,2025,1,16,0,59,3,0,1,2.3175,-0.9083,0,1,9.15,9.15,9.15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
T007258,C3891,127.43,2025-01-16 01:06:58,33,0,2025-01-16 01:06:58,2025,1,16,1,6,3,0,1,4.8554,0.2768,1,2,345.23,345.23,345.23,-217.8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
T002523,C1008,44.43,2025-01-16 01:07:02,5,0,2025-01-16 01:07:02,2025,1,16,1,7,3,0,1,3.8162,-0.5548,0,1,44.43,44.43,44.43,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
T005917,C1259,109.78,2025-01-16 01:07:04,6,0,2025-01-16 01:07:04,2025,1,16,1,7,3,0,1,4.7075,0.1,0,1,109.78,109.78,109.78,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
T002419,C8771,49.1,2025-01-16 01:07:17,0,0,2025-01-16 01:07:17,2025,1,16,1,7,3,0,1,3.914,-0.508,0,1,49.1,49.1,49.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T009948,C6721,71.63,2025-01-16 01:08:43,35,0,2025-01-16 01:08:43,2025,1,16,1,8,3,0,1,4.2854,-0.2823,1,2,79.96,79.96,79.96,-8.33,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
T006182,C2460,12.37,2025-01-16 01:09:25,9,0,2025-01-16 01:09:25,2025,1,16,1,9,3,0,1,2.593,-0.8761,1,2,53.46,53.46,53.46,-41.09,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
T012399,C7408,26.19,2025-01-16 01:17:49,34,0,2025-01-16 01:17:49,2025,1,16,1,17,3,0,1,3.3028,-0.7376,1,2,43.36,43.36,43.36,-17.17,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T000357,C4712,88.13,2025-01-16 01:19:08,43,0,2025-01-16 01:19:08,2025,1,16,1,19,3,0,1,4.4901,-0.1169,1,2,154.46,154.46,154.46,-66.33,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T011303,C5883,12.34,2025-01-16 01:20:41,34,0,2025-01-16 01:20:41,2025,1,16,1,20,3,0,1,2.5908,-0.8764,1,2,29.0,29.0,29.0,-16.66,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
T002900,C9062,13.68,2025-01-16 01:21:29,22,0,2025-01-16 01:21:29,2025,1,16,1,21,3,0,1,2.6865,-0.8629,1,2,41.5,41.5,41.5,-27.82,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
T019815,C4534,38.05,2025-01-16 01:22:44,3,0,2025-01-16 01:22:44,2025,1,16,1,22,3,0,1,3.6648,-0.6187,0,1,38.05,38.05,38.05,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
T001890,C3613,10.44,2025-01-16 01:24:38,45,0,2025-01-16 01:24:38,2025,1,16,1,24,3,0,1,2.4371,-0.8954,0,1,10.44,10.44,10.44,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
T006277,C9940,45.34,2025-01-16 01:26:09,19,0,2025-01-16 01:26:09,2025,1,16,1,26,3,0,1,3.836,-0.5457,0,1,45.34,45.34,45.34,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T004631,C5567,37.41,2025-01-16 01:28:32,3,0,2025-01-16 01:28:32,2025,1,16,1,28,3,0,1,3.6483,-0.6252,0,1,37.41,37.41,37.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
T017018,C1086,122.95,2025-01-16 01:29:21,9,0,2025-01-16 01:29:21,2025,1,16,1,29,3,0,1,4.8199,0.2319,0,1,122.95,122.95,122.95,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
T003738,C2909,140.19,2025-01-16 01:29:52,48,0,2025-01-16 01:29:52,2025,1,16,1,29,3,0,1,4.9501,0.4047,1,2,66.83,66.83,66.83,73.36,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
T015331,C1313,276.88,2025-01-16 01:31:31,49,0,2025-01-16 01:31:31,2025,1,16,1,31,3,0,1,5.6272,1.7743,1,2,190.23,190.23,190.23,86.65,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
T005148,C4590,97.69,2025-01-16 01:31:46,0,0,2025-01-16 01:31:46,2025,1,16,1,31,3,0,1,4.592,-0.0212,0,1,97.69,97.69,97.69,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T008604,C1071,60.07,2025-01-16 01:40:58,12,0,2025-01-16 01:40:58,2025,1,16,1,40,3,0,1,4.112,-0.3981,0,1,60.07,60.07,60.07,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
T014075,C1712,100.08,2025-01-16 01:41:28,49,0,2025-01-16 01:41:28,2025,1,16,1,41,3,0,1,4.6159,0.0028,0,1,100.08,100.08,100.08,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
T019675,C8018,55.91,2025-01-16 01:45:48,40,0,2025-01-16 01:45:48,2025,1,16,1,45,3,0,1,4.0415,-0.4398,2,3,53.575,88.25,18.9,2.335,0,0,0,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
T009406,C9657,26.43,2025-01-16 01:48:34,1,0,2025-01-16 01:48:34,2025,1,16,1,48,3,0,1,3.3116,-0.7352,1,2,6.15,6.15,6.15,20.28,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
T014229,C4633,10.28,2025-01-16 01:53:22,41,0,2025-01-16 01:53:22,2025,1,16,1,53,3,0,1,2.423,-0.897,1,2,63.22,63.22,63.22,-52.94,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
T008085,C2372,108.1,2025-01-16 01:57:09,6,0,2025-01-16 01:57:09,2025,1,16,1,57,3,0,1,4.6923,0.0831,1,2,145.68,145.68,145.68,-37.58,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
T004827,C4841,18.34,2025-01-16 02:00:27,22,0,2025-01-16 02:00:27,2025,1,16,2,0,3,0,1,2.9622,-0.8162,0,1,18.34,18.34,18.34,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
T003741,C8692,170.05,2025-01-16 02:04:30,14,0,2025-01-16 02:04:30,2025,1,16,2,4,3,0,1,5.142,0.7039,2,3,35.665,66.63,4.7,134.385,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
T005174,C2549,59.03,2025-01-16 02:14:46,27,0,2025-01-16 02:14:46,2025,1,16,2,14,3,0,1,4.0948,-0.4085,0,1,59.03,59.03,59.03,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
T008210,C1512,19.12,2025-01-16 02:16:13,16,0,2025-01-16 02:16:13,2025,1,16,2,16,3,0,1,3.0017,-0.8084,0,1,19.12,19.12,19.12,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
T002175,C3845,181.43,2025-01-16 02:23:06,21,0,2025-01-16 02:23:06,2025,1,16,2,23,3,0,1,5.2064,0.8179,0,1,181.43,181.43,181.43,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
T001005,C8456,107.52,2025-01-16 02:24:24,24,0,2025-01-16 02:24:24,2025,1,16,2,24,3,0,1,4.6869,0.0773,0,1,107.52,107.52,107.52,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
T006017,C6486,79.17,2025-01-16 02:24:46,9,0,2025-01-16 02:24:46,2025,1,16,2,24,3,0,1,4.3841,-0.2067,0,1,79.17,79.17,79.17,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
T017868,C7842,72.19,2025-01-16 02:27:35,40,0,2025-01-16 02:27:35,2025,1,16,2,27,3,0,1,4.2931,-0.2767,0,1,72.19,72.19,72.19,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T001333,C6287,560.86,2025-01-16 02:31:51,4,0,2025-01-16 02:31:51,2025,1,16,2,31,3,0,1,6.3313,4.6197,0,1,560.86,560.86,560.86,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
T007938,C8776,44.53,2025-01-16 02:33:16,7,0,2025-01-16 02:33:16,2025,1,16,2,33,3,0,1,3.8184,-0.5538,0,1,44.53,44.53,44.53,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
T011608,C3648,3.4,2025-01-16 02:33:49,49,0,2025-01-16 02:33:49,2025,1,16,2,33,3,0,1,1.4816,-0.9659,0,1,3.4,3.4,3.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
T002348,C7959,90.06,2025-01-16 02:35:51,40,0,2025-01-16 02:35:51,2025,1,16,2,35,3,0,1,4.5115,-0.0976,0,1,90.06,90.06,90.06,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T012983,C9586,253.69,2025-01-16 02:37:35,32,0,2025-01-16 02:37:35,2025,1,16,2,37,3,0,1,5.54,1.5419,0,1,253.69,253.69,253.69,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
T019559,C1930,41.25,2025-01-16 02:38:12,23,0,2025-01-16 02:38:12,2025,1,16,2,38,3,0,1,3.7436,-0.5867,1,2,39.85,39.85,39.85,1.4,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
T014134,C7551,122.02,2025-01-16 02:40:31,26,0,2025-01-16 02:40:31,2025,1,16,2,40,3,0,1,4.8123,0.2226,2,3,197.795,346.14,49.45,-75.775,0,0,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
T008680,C2602,0.93,2025-01-16 02:44:11,27,0,2025-01-16 02:44:11,2025,1,16,2,44,3,0,1,0.6575,-0.9907,0,1,0.93,0.93,0.93,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T001129,C4271,30.08,2025-01-16 02:51:40,35,0,2025-01-16 02:51:40,2025,1,16,2,51,3,0,1,3.4366,-0.6986,0,1,30.08,30.08,30.08,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
T017066,C6471,78.99,2025-01-16 02:52:40,7,0,2025-01-16 02:52:40,2025,1,16,2,52,3,0,1,4.3819,-0.2085,0,1,78.99,78.99,78.99,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
T003185,C4046,76.69,2025-01-16 02:55:10,43,0,2025-01-16 02:55:10,2025,1,16,2,55,3,0,1,4.3527,-0.2316,0,1,76.69,76.69,76.69,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T017017,C4874,9.79,2025-01-16 02:56:47,3,0,2025-01-16 02:56:47,2025,1,16,2,56,3,0,1,2.3786,-0.9019,0,1,9.79,9.79,9.79,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T007870,C7244,182.76,2025-01-16 03:00:30,4,0,2025-01-16 03:00:30,2025,1,16,3,0,3,0,1,5.2136,0.8312,0,1,182.76,182.76,182.76,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
T014599,C8821,470.14,2025-01-16 03:00:41,36,0,2025-01-16 03:00:41,2025,1,16,3,0,3,0,1,6.1552,3.7107,0,1,470.14,470.14,470.14,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
T015314,C3318,18.79,2025-01-16 03:03:09,1,0,2025-01-16 03:03:09,2025,1,16,3,3,3,0,1,2.9852,-0.8117,0,1,18.79,18.79,18.79,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
T009074,C3431,46.2,2025-01-16 03:12:26,49,0,2025-01-16 03:12:26,2025,1,16,3,12,3,0,1,3.8544,-0.5371,0,1,46.2,46.2,46.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
T015667,C4299,3.27,2025-01-16 03:14:24,1,0,2025-01-16 03:14:24,2025,1,16,3,14,3,0,1,1.4516,-0.9672,0,1,3.27,3.27,3.27,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
T017098,C2950,40.65,2025-01-16 03:14:37,20,0,2025-01-16 03:14:37,2025,1,16,3,14,3,0,1,3.7293,-0.5927,0,1,40.65,40.65,40.65,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
T006604,C3607,74.08,2025-01-16 03:14:42,20,0,2025-01-16 03:14:42,2025,1,16,3,14,3,0,1,4.3186,-0.2577,0,1,74.08,74.08,74.08,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
T007366,C7060,67.97,2025-01-16 03:18:40,13,0,2025-01-16 03:18:40,2025,1,16,3,18,3,0,1,4.2337,-0.3189,0,1,67.97,67.97,67.97,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
T009683,C6132,171.41,2025-01-16 03:24:51,6,0,2025-01-16 03:24:51,2025,1,16,3,24,3,0,1,5.1499,0.7175,0,1,171.41,171.41,171.41,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
T013891,C6438,183.17,2025-01-16 03:25:21,33,0,2025-01-16 03:25:21,2025,1,16,3,25,3,0,1,5.2159,0.8353,1,2,59.03,59.03,59.03,124.14,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
T011722,C3111,68.01,2025-01-16 03:26:28,22,0,2025-01-16 03:26:28,2025,1,16,3,26,3,0,1,4.2343,-0.3185,0,1,68.01,68.01,68.01,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
